RI,c,hpV,rrp2rest,rrp2spike,surviveBinary
0.05,1.0,-72.0,1014.0,3.0,1.0
0.05,1.0,-72.0,997.0,3.0,1.0
0.05,1.0,-72.0,21.0,0.0,0.0
0.05,1.0,-72.0,22.0,0.0,0.0
0.05,1.0,-72.0,21.0,0.0,0.0
0.05,1.0,-72.0,34.0,0.0,0.0
0.05,1.0,-72.0,13.0,0.0,0.0
0.05,1.0,-72.0,19.0,0.0,0.0
0.05,1.0,-72.5,20.0,0.0,0.0
0.05,1.0,-72.5,17.0,0.0,0.0
0.05,1.0,-72.5,14.0,0.0,0.0
0.05,1.0,-72.5,19.0,0.0,0.0
0.05,1.0,-72.5,17.0,0.0,0.0
0.05,1.0,-72.5,16.0,0.0,0.0
0.05,1.0,-72.5,8.0,0.0,0.0
0.05,1.0,-72.5,28.0,0.0,0.0
0.05,1.0,-72.5,24.0,0.0,0.0
0.05,1.0,-72.5,28.0,0.0,0.0
0.05,1.0,-73.0,12.0,0.0,0.0
0.05,1.0,-73.0,17.0,0.0,0.0
0.05,1.0,-73.0,9.0,0.0,0.0
0.05,1.0,-73.0,17.0,0.0,0.0
0.05,1.0,-73.0,20.0,0.0,0.0
0.05,1.0,-73.0,23.0,0.0,0.0
0.05,1.0,-73.0,17.0,0.0,0.0
0.05,1.0,-73.0,952.0,5.0,1.0
0.05,1.0,-73.0,19.0,0.0,0.0
0.05,1.0,-73.0,25.0,0.0,0.0
0.05,1.0,-73.5,14.0,0.0,0.0
0.05,1.0,-73.5,15.0,0.0,0.0
0.05,1.0,-73.5,10.0,0.0,0.0
0.05,1.0,-73.5,31.0,0.0,0.0
0.05,1.0,-73.5,16.0,0.0,0.0
0.05,1.0,-73.5,15.0,0.0,0.0
0.05,1.0,-73.5,20.0,0.0,0.0
0.05,1.0,-73.5,23.0,0.0,0.0
0.05,1.0,-73.5,18.0,0.0,0.0
0.05,1.0,-73.5,15.0,0.0,0.0
0.05,1.0,-74.0,19.0,0.0,0.0
0.05,1.0,-74.0,24.0,0.0,0.0
0.05,1.0,-74.0,12.0,0.0,0.0
0.05,1.0,-74.0,12.0,0.0,0.0
0.05,1.0,-74.0,19.0,0.0,0.0
0.05,1.0,-74.0,19.0,0.0,0.0
0.05,1.0,-74.0,18.0,0.0,0.0
0.05,1.0,-74.0,16.0,0.0,0.0
0.05,1.0,-74.0,21.0,0.0,0.0
0.05,1.0,-74.0,21.0,0.0,0.0
0.05,1.0,-74.5,20.0,0.0,0.0
0.05,1.0,-74.5,24.0,0.0,0.0
0.05,1.0,-74.5,18.0,0.0,0.0
0.05,1.0,-74.5,13.0,0.0,0.0
0.05,1.0,-74.5,870.0,6.0,1.0
0.05,1.0,-74.5,23.0,0.0,0.0
0.05,1.0,-74.5,9.0,0.0,0.0
0.05,1.0,-74.5,38.0,0.0,0.0
0.05,1.0,-74.5,980.0,3.0,1.0
0.05,1.0,-74.5,35.0,0.0,0.0
0.05,1.0,-75.0,25.0,0.0,0.0
0.05,1.0,-75.0,18.0,0.0,0.0
0.05,1.0,-75.0,33.0,0.0,0.0
0.05,1.0,-75.0,24.0,0.0,0.0
0.05,1.0,-75.0,22.0,0.0,0.0
0.05,1.0,-75.0,16.0,0.0,0.0
0.05,1.0,-75.0,17.0,0.0,0.0
0.05,1.0,-75.0,22.0,0.0,0.0
0.05,1.0,-75.0,16.0,0.0,0.0
0.05,1.0,-75.0,12.0,0.0,0.0
0.05,1.2,-71.0,24.0,0.0,0.0
0.05,1.2,-71.0,19.0,0.0,0.0
0.05,1.2,-71.0,1236.0,4.0,1.0
0.05,1.2,-71.0,15.0,0.0,0.0
0.05,1.2,-71.0,1200.0,20.0,1.0
0.05,1.2,-71.0,11.0,0.0,0.0
0.05,1.2,-71.0,22.0,0.0,0.0
0.05,1.2,-71.0,1126.0,10.0,1.0
0.05,1.2,-71.0,207.0,370.0,1.0
0.05,1.2,-71.0,17.0,0.0,0.0
0.05,1.2,-71.5,19.0,0.0,0.0
0.05,1.2,-71.5,29.0,0.0,0.0
0.05,1.2,-71.5,21.0,0.0,0.0
0.05,1.2,-71.5,18.0,0.0,0.0
0.05,1.2,-71.5,9.0,0.0,0.0
0.05,1.2,-71.5,14.0,0.0,0.0
0.05,1.2,-71.5,16.0,0.0,0.0
0.05,1.2,-71.5,1229.0,4.0,1.0
0.05,1.2,-71.5,15.0,0.0,0.0
0.05,1.2,-71.5,24.0,0.0,0.0
0.05,1.2,-72.0,29.0,0.0,0.0
0.05,1.2,-72.0,21.0,0.0,0.0
0.05,1.2,-72.0,18.0,0.0,0.0
0.05,1.2,-72.0,325.0,343.0,1.0
0.05,1.2,-72.0,23.0,0.0,0.0
0.05,1.2,-72.0,24.0,0.0,0.0
0.05,1.2,-72.0,30.0,0.0,0.0
0.05,1.2,-72.0,19.0,0.0,0.0
0.05,1.2,-72.0,13.0,0.0,0.0
0.05,1.2,-72.0,94.0,326.0,1.0
0.05,1.2,-72.5,18.0,0.0,0.0
0.05,1.2,-72.5,20.0,0.0,0.0
0.05,1.2,-72.5,18.0,0.0,0.0
0.05,1.2,-72.5,22.0,0.0,0.0
0.05,1.2,-72.5,221.0,248.0,1.0
0.05,1.2,-72.5,17.0,0.0,0.0
0.05,1.2,-72.5,111.0,316.0,1.0
0.05,1.2,-72.5,86.0,253.0,1.0
0.05,1.2,-72.5,1182.0,8.0,1.0
0.05,1.2,-72.5,17.0,0.0,0.0
0.05,1.2,-73.0,1270.0,6.0,1.0
0.05,1.2,-73.0,13.0,0.0,0.0
0.05,1.2,-73.0,16.0,0.0,0.0
0.05,1.2,-73.0,17.0,0.0,0.0
0.05,1.2,-73.0,222.0,265.0,1.0
0.05,1.2,-73.0,286.0,310.0,1.0
0.05,1.2,-73.0,219.0,242.0,1.0
0.05,1.2,-73.0,1252.0,6.0,1.0
0.05,1.2,-73.0,122.0,273.0,1.0
0.05,1.2,-73.0,41.0,0.0,0.0
0.05,1.2,-73.5,1027.0,13.0,1.0
0.05,1.2,-73.5,18.0,0.0,0.0
0.05,1.2,-73.5,25.0,0.0,0.0
0.05,1.2,-73.5,43.0,0.0,0.0
0.05,1.2,-73.5,22.0,0.0,0.0
0.05,1.2,-73.5,23.0,0.0,0.0
0.05,1.2,-73.5,14.0,0.0,0.0
0.05,1.2,-73.5,18.0,0.0,0.0
0.05,1.2,-73.5,94.0,353.0,1.0
0.05,1.2,-73.5,15.0,0.0,0.0
0.05,1.2,-74.0,21.0,0.0,0.0
0.05,1.2,-74.0,23.0,0.0,0.0
0.05,1.2,-74.0,1138.0,10.0,1.0
0.05,1.2,-74.0,22.0,0.0,0.0
0.05,1.2,-74.0,14.0,0.0,0.0
0.05,1.2,-74.0,1166.0,11.0,1.0
0.05,1.2,-74.0,26.0,0.0,0.0
0.05,1.2,-74.0,22.0,0.0,0.0
0.05,1.2,-74.0,11.0,0.0,0.0
0.05,1.2,-74.0,14.0,0.0,0.0
0.05,1.2,-74.5,29.0,0.0,0.0
0.05,1.2,-74.5,115.0,273.0,1.0
0.05,1.2,-74.5,19.0,0.0,0.0
0.05,1.2,-74.5,20.0,0.0,0.0
0.05,1.2,-74.5,19.0,0.0,0.0
0.05,1.2,-74.5,21.0,0.0,0.0
0.05,1.2,-74.5,862.0,13.0,1.0
0.05,1.2,-74.5,12.0,0.0,0.0
0.05,1.2,-74.5,34.0,0.0,0.0
0.05,1.2,-74.5,22.0,0.0,0.0
0.05,1.2,-75.0,44.0,0.0,0.0
0.05,1.2,-75.0,13.0,0.0,0.0
0.05,1.2,-75.0,15.0,0.0,0.0
0.05,1.2,-75.0,11.0,0.0,0.0
0.05,1.2,-75.0,1027.0,12.0,1.0
0.05,1.2,-75.0,25.0,0.0,0.0
0.05,1.2,-75.0,27.0,0.0,0.0
0.05,1.2,-75.0,15.0,0.0,0.0
0.05,1.2,-75.0,15.0,0.0,0.0
0.05,1.2,-75.0,14.0,0.0,0.0
0.1,0.5,-71.0,35.0,0.0,0.0
0.1,0.5,-71.0,26.0,0.0,0.0
0.1,0.5,-71.0,36.0,0.0,0.0
0.1,0.5,-71.0,56.0,0.0,0.0
0.1,0.5,-71.0,39.0,0.0,0.0
0.1,0.5,-71.0,31.0,0.0,0.0
0.1,0.5,-71.0,69.0,0.0,0.0
0.1,0.5,-71.0,26.0,0.0,0.0
0.1,0.5,-71.0,28.0,0.0,0.0
0.1,0.5,-71.0,42.0,0.0,0.0
0.1,0.5,-71.5,37.0,0.0,0.0
0.1,0.5,-71.5,29.0,0.0,0.0
0.1,0.5,-71.5,27.0,0.0,0.0
0.1,0.5,-71.5,28.0,0.0,0.0
0.1,0.5,-71.5,33.0,0.0,0.0
0.1,0.5,-71.5,24.0,0.0,0.0
0.1,0.5,-71.5,33.0,0.0,0.0
0.1,0.5,-71.5,33.0,0.0,0.0
0.1,0.5,-71.5,27.0,0.0,0.0
0.1,0.5,-71.5,30.0,0.0,0.0
0.1,0.5,-72.0,31.0,0.0,0.0
0.1,0.5,-72.0,29.0,0.0,0.0
0.1,0.5,-72.0,41.0,0.0,0.0
0.1,0.5,-72.0,38.0,0.0,0.0
0.1,0.5,-72.0,29.0,0.0,0.0
0.1,0.5,-72.0,44.0,0.0,0.0
0.1,0.5,-72.0,32.0,0.0,0.0
0.1,0.5,-72.0,39.0,0.0,0.0
0.1,0.5,-72.0,31.0,0.0,0.0
0.1,0.5,-72.0,35.0,0.0,0.0
0.1,0.5,-72.5,31.0,0.0,0.0
0.1,0.5,-72.5,40.0,0.0,0.0
0.1,0.5,-72.5,27.0,0.0,0.0
0.1,0.5,-72.5,29.0,0.0,0.0
0.1,0.5,-72.5,30.0,0.0,0.0
0.1,0.5,-72.5,41.0,0.0,0.0
0.1,0.5,-72.5,32.0,0.0,0.0
0.1,0.5,-72.5,31.0,0.0,0.0
0.1,0.5,-72.5,25.0,0.0,0.0
0.1,0.5,-72.5,33.0,0.0,0.0
0.1,0.5,-73.0,34.0,0.0,0.0
0.1,0.5,-73.0,30.0,0.0,0.0
0.1,0.5,-73.0,28.0,0.0,0.0
0.1,0.5,-73.0,27.0,0.0,0.0
0.1,0.5,-73.0,35.0,0.0,0.0
0.1,0.5,-73.0,31.0,0.0,0.0
0.1,0.5,-73.0,32.0,0.0,0.0
0.1,0.5,-73.0,33.0,0.0,0.0
0.1,0.5,-73.0,26.0,0.0,0.0
0.1,0.5,-73.0,27.0,0.0,0.0
0.1,0.5,-73.5,23.0,0.0,0.0
0.1,0.5,-73.5,29.0,0.0,0.0
0.1,0.5,-73.5,30.0,0.0,0.0
0.1,0.5,-73.5,35.0,0.0,0.0
0.1,0.5,-73.5,37.0,0.0,0.0
0.1,0.5,-73.5,33.0,0.0,0.0
0.1,0.5,-73.5,32.0,0.0,0.0
0.1,0.5,-73.5,35.0,0.0,0.0
0.1,0.5,-73.5,34.0,0.0,0.0
0.1,0.5,-73.5,18.0,0.0,0.0
0.1,0.5,-74.0,29.0,0.0,0.0
0.1,0.5,-74.0,39.0,0.0,0.0
0.1,0.5,-74.0,21.0,0.0,0.0
0.1,0.5,-74.0,33.0,0.0,0.0
0.1,0.5,-74.0,31.0,0.0,0.0
0.1,0.5,-74.0,27.0,0.0,0.0
0.1,0.5,-74.0,31.0,0.0,0.0
0.1,0.5,-74.0,29.0,0.0,0.0
0.1,0.5,-74.0,35.0,0.0,0.0
0.1,0.5,-74.0,20.0,0.0,0.0
0.1,0.5,-74.5,29.0,0.0,0.0
0.1,0.5,-74.5,35.0,0.0,0.0
0.1,0.5,-74.5,27.0,0.0,0.0
0.1,0.5,-74.5,25.0,0.0,0.0
0.1,0.5,-74.5,36.0,0.0,0.0
0.1,0.5,-74.5,38.0,0.0,0.0
0.1,0.5,-74.5,28.0,0.0,0.0
0.1,0.5,-74.5,27.0,0.0,0.0
0.1,0.5,-74.5,25.0,0.0,0.0
0.1,0.5,-74.5,28.0,0.0,0.0
0.1,0.5,-75.0,25.0,0.0,0.0
0.1,0.5,-75.0,24.0,0.0,0.0
0.1,0.5,-75.0,30.0,0.0,0.0
0.1,0.5,-75.0,32.0,0.0,0.0
0.1,0.5,-75.0,35.0,0.0,0.0
0.1,0.5,-75.0,32.0,0.0,0.0
0.1,0.5,-75.0,30.0,0.0,0.0
0.1,0.5,-75.0,33.0,0.0,0.0
0.1,0.5,-75.0,38.0,0.0,0.0
0.1,0.5,-75.0,39.0,0.0,0.0
0.1,0.7,-71.0,43.0,0.0,0.0
0.1,0.7,-71.0,27.0,0.0,0.0
0.1,0.7,-71.0,33.0,0.0,0.0
0.1,0.7,-71.0,38.0,0.0,0.0
0.1,0.7,-71.0,33.0,0.0,0.0
0.1,0.7,-71.0,26.0,0.0,0.0
0.1,0.7,-71.0,32.0,0.0,0.0
0.1,0.7,-71.0,32.0,0.0,0.0
0.1,0.7,-71.0,44.0,0.0,0.0
0.1,0.7,-71.0,43.0,0.0,0.0
0.1,0.7,-71.5,42.0,0.0,0.0
0.1,0.7,-71.5,28.0,0.0,0.0
0.1,0.7,-71.5,36.0,0.0,0.0
0.1,0.7,-71.5,591.0,1.0,1.0
0.1,0.7,-71.5,33.0,0.0,0.0
0.1,0.7,-71.5,28.0,0.0,0.0
0.1,0.7,-71.5,29.0,0.0,0.0
0.1,0.7,-71.5,33.0,0.0,0.0
0.1,0.7,-71.5,31.0,0.0,0.0
0.1,0.7,-71.5,40.0,0.0,0.0
0.1,0.7,-72.0,24.0,0.0,0.0
0.1,0.7,-72.0,38.0,0.0,0.0
0.1,0.7,-72.0,30.0,0.0,0.0
0.1,0.7,-72.0,34.0,0.0,0.0
0.1,0.7,-72.0,32.0,0.0,0.0
0.1,0.7,-72.0,36.0,0.0,0.0
0.1,0.7,-72.0,40.0,0.0,0.0
0.1,0.7,-72.0,36.0,0.0,0.0
0.1,0.7,-72.0,29.0,0.0,0.0
0.1,0.7,-72.0,45.0,0.0,0.0
0.1,0.7,-72.5,30.0,0.0,0.0
0.1,0.7,-72.5,39.0,0.0,0.0
0.1,0.7,-72.5,32.0,0.0,0.0
0.1,0.7,-72.5,28.0,0.0,0.0
0.1,0.7,-72.5,42.0,0.0,0.0
0.1,0.7,-72.5,31.0,0.0,0.0
0.1,0.7,-72.5,48.0,0.0,0.0
0.1,0.7,-72.5,29.0,0.0,0.0
0.1,0.7,-72.5,39.0,0.0,0.0
0.1,0.7,-72.5,30.0,0.0,0.0
0.1,0.7,-73.0,28.0,0.0,0.0
0.1,0.7,-73.0,30.0,0.0,0.0
0.1,0.7,-73.0,33.0,0.0,0.0
0.1,0.7,-73.0,28.0,0.0,0.0
0.1,0.7,-73.0,41.0,0.0,0.0
0.1,0.7,-73.0,34.0,0.0,0.0
0.1,0.7,-73.0,32.0,0.0,0.0
0.1,0.7,-73.0,43.0,0.0,0.0
0.1,0.7,-73.0,37.0,0.0,0.0
0.1,0.7,-73.0,32.0,0.0,0.0
0.1,0.7,-73.5,40.0,0.0,0.0
0.1,0.7,-73.5,39.0,0.0,0.0
0.1,0.7,-73.5,41.0,0.0,0.0
0.1,0.7,-73.5,40.0,0.0,0.0
0.1,0.7,-73.5,42.0,0.0,0.0
0.1,0.7,-73.5,32.0,0.0,0.0
0.1,0.7,-73.5,34.0,0.0,0.0
0.1,0.7,-73.5,45.0,0.0,0.0
0.1,0.7,-73.5,36.0,0.0,0.0
0.1,0.7,-73.5,45.0,0.0,0.0
0.1,0.7,-74.0,50.0,0.0,0.0
0.1,0.7,-74.0,45.0,0.0,0.0
0.1,0.7,-74.0,27.0,0.0,0.0
0.1,0.7,-74.0,24.0,0.0,0.0
0.1,0.7,-74.0,29.0,0.0,0.0
0.1,0.7,-74.0,27.0,0.0,0.0
0.1,0.7,-74.0,35.0,0.0,0.0
0.1,0.7,-74.0,36.0,0.0,0.0
0.1,0.7,-74.0,38.0,0.0,0.0
0.1,0.7,-74.0,37.0,0.0,0.0
0.1,0.7,-74.5,30.0,0.0,0.0
0.1,0.7,-74.5,33.0,0.0,0.0
0.1,0.7,-74.5,33.0,0.0,0.0
0.1,0.7,-74.5,34.0,0.0,0.0
0.1,0.7,-74.5,36.0,0.0,0.0
0.1,0.7,-74.5,38.0,0.0,0.0
0.1,0.7,-74.5,35.0,0.0,0.0
0.1,0.7,-74.5,35.0,0.0,0.0
0.1,0.7,-74.5,39.0,0.0,0.0
0.1,0.7,-74.5,38.0,0.0,0.0
0.1,0.7,-75.0,30.0,0.0,0.0
0.1,0.7,-75.0,40.0,0.0,0.0
0.1,0.7,-75.0,30.0,0.0,0.0
0.1,0.7,-75.0,34.0,0.0,0.0
0.1,0.7,-75.0,42.0,0.0,0.0
0.1,0.7,-75.0,33.0,0.0,0.0
0.1,0.7,-75.0,24.0,0.0,0.0
0.1,0.7,-75.0,49.0,0.0,0.0
0.1,0.7,-75.0,39.0,0.0,0.0
0.1,0.7,-75.0,29.0,0.0,0.0
0.1,1.0,-71.0,60.0,265.0,1.0
0.1,1.0,-71.0,54.0,249.0,1.0
0.1,1.0,-71.0,34.0,0.0,0.0
0.1,1.0,-71.0,106.0,269.0,1.0
0.1,1.0,-71.0,121.0,200.0,1.0
0.1,1.0,-71.0,785.0,13.0,1.0
0.1,1.0,-71.0,122.0,279.0,1.0
0.1,1.0,-71.0,30.0,0.0,0.0
0.1,1.0,-71.0,34.0,0.0,0.0
0.1,1.0,-71.0,962.0,5.0,1.0
0.1,1.0,-71.5,39.0,0.0,0.0
0.1,1.0,-71.5,32.0,0.0,0.0
0.1,1.0,-71.5,33.0,0.0,0.0
0.1,1.0,-71.5,41.0,0.0,0.0
0.1,1.0,-71.5,27.0,0.0,0.0
0.1,1.0,-71.5,36.0,0.0,0.0
0.1,1.0,-71.5,167.0,203.0,1.0
