RI,c,hpV,rrp2rest,rrp2spike,surviveTime
0.25,0.1,-95.0,69.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,91.0,0.0,4.0
0.25,0.1,-95.0,83.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,67.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,78.0,0.0,4.0
0.25,0.1,-95.0,84.0,0.0,4.0
0.25,0.1,-95.0,86.0,0.0,4.0
0.25,0.1,-95.0,96.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,89.0,0.0,4.0
0.25,0.1,-95.0,76.0,0.0,4.0
0.25,0.1,-95.0,74.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,92.0,0.0,4.0
0.25,0.1,-95.0,67.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,71.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,72.0,0.0,4.0
0.25,0.1,-95.0,65.0,0.0,4.0
0.25,0.1,-95.0,83.0,0.0,4.0
0.25,0.1,-95.0,65.0,0.0,4.0
0.25,0.1,-95.0,83.0,0.0,4.0
0.25,0.1,-95.0,65.0,0.0,4.0
0.25,0.1,-95.0,73.0,0.0,4.0
0.25,0.1,-95.0,91.0,0.0,4.0
0.25,0.1,-95.0,85.0,0.0,4.0
0.25,0.1,-95.0,87.0,0.0,4.0
0.25,0.1,-95.0,80.0,0.0,4.0
0.25,0.1,-95.0,81.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,68.0,0.0,4.0
0.25,0.1,-95.0,71.0,0.0,4.0
0.25,0.1,-95.0,66.0,0.0,4.0
0.25,0.1,-95.0,74.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,86.0,0.0,4.0
0.25,0.1,-95.0,71.0,0.0,4.0
0.25,0.1,-95.0,80.0,0.0,4.0
0.25,0.1,-95.0,77.0,0.0,4.0
0.25,0.1,-95.0,80.0,0.0,4.0
0.25,0.1,-95.0,73.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,78.0,0.0,4.0
0.25,0.1,-95.0,77.0,0.0,4.0
0.25,0.1,-95.0,71.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,64.0,0.0,4.0
0.25,0.1,-95.0,71.0,0.0,4.0
0.25,0.1,-95.0,69.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,81.0,0.0,4.0
0.25,0.1,-95.0,80.0,0.0,4.0
0.25,0.1,-95.0,63.0,0.0,4.0
0.25,0.1,-95.0,83.0,0.0,4.0
0.25,0.1,-95.0,76.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,96.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,70.0,0.0,4.0
0.25,0.1,-95.0,80.0,0.0,4.0
0.25,0.1,-95.0,82.0,0.0,4.0
0.25,0.1,-95.0,79.0,0.0,4.0
0.25,0.1,-95.0,75.0,0.0,4.0
0.25,0.1,-95.0,84.0,0.0,4.0
0.25,0.1,-95.0,77.0,0.0,4.0
0.25,0.1,-95.0,80.0,0.0,4.0
0.25,0.1,-95.0,92.0,0.0,4.0
0.25,0.1,-95.0,66.0,0.0,4.0
0.25,0.1,-95.0,66.0,0.0,4.0
0.25,0.1,-96.0,88.0,0.0,4.0
0.25,0.1,-96.0,76.0,0.0,4.0
0.25,0.1,-96.0,90.0,0.0,4.0
0.25,0.1,-96.0,79.0,0.0,4.0
0.25,0.1,-96.0,74.0,0.0,4.0
0.25,0.1,-96.0,67.0,0.0,4.0
0.25,0.1,-96.0,68.0,0.0,4.0
0.25,0.1,-96.0,62.0,0.0,4.0
0.25,0.1,-96.0,64.0,0.0,4.0
0.25,0.1,-96.0,70.0,0.0,4.0
0.25,0.1,-96.0,79.0,0.0,4.0
0.25,0.1,-96.0,68.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,66.0,0.0,4.0
0.25,0.1,-96.0,73.0,0.0,4.0
0.25,0.1,-96.0,65.0,0.0,4.0
0.25,0.1,-96.0,79.0,0.0,4.0
0.25,0.1,-96.0,72.0,0.0,4.0
0.25,0.1,-96.0,62.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,66.0,0.0,4.0
0.25,0.1,-96.0,81.0,0.0,4.0
0.25,0.1,-96.0,86.0,0.0,4.0
0.25,0.1,-96.0,81.0,0.0,4.0
0.25,0.1,-96.0,82.0,0.0,4.0
0.25,0.1,-96.0,91.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,91.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,83.0,0.0,4.0
0.25,0.1,-96.0,74.0,0.0,4.0
0.25,0.1,-96.0,65.0,0.0,4.0
0.25,0.1,-96.0,70.0,0.0,4.0
0.25,0.1,-96.0,68.0,0.0,4.0
0.25,0.1,-96.0,66.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,82.0,0.0,4.0
0.25,0.1,-96.0,65.0,0.0,4.0
0.25,0.1,-96.0,78.0,0.0,4.0
0.25,0.1,-96.0,67.0,0.0,4.0
0.25,0.1,-96.0,79.0,0.0,4.0
0.25,0.1,-96.0,81.0,0.0,4.0
0.25,0.1,-96.0,83.0,0.0,4.0
0.25,0.1,-96.0,76.0,0.0,4.0
0.25,0.1,-96.0,63.0,0.0,4.0
0.25,0.1,-96.0,69.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,80.0,0.0,4.0
0.25,0.1,-96.0,85.0,0.0,4.0
0.25,0.1,-96.0,80.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,78.0,0.0,4.0
0.25,0.1,-96.0,70.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,76.0,0.0,4.0
0.25,0.1,-96.0,70.0,0.0,4.0
0.25,0.1,-96.0,84.0,0.0,4.0
0.25,0.1,-96.0,74.0,0.0,4.0
0.25,0.1,-96.0,76.0,0.0,4.0
0.25,0.1,-96.0,78.0,0.0,4.0
0.25,0.1,-96.0,85.0,0.0,4.0
0.25,0.1,-96.0,76.0,0.0,4.0
0.25,0.1,-96.0,78.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,76.0,0.0,4.0
0.25,0.1,-96.0,81.0,0.0,4.0
0.25,0.1,-96.0,75.0,0.0,4.0
0.25,0.1,-96.0,75.0,0.0,4.0
0.25,0.1,-96.0,73.0,0.0,4.0
0.25,0.1,-96.0,75.0,0.0,4.0
0.25,0.1,-96.0,85.0,0.0,4.0
0.25,0.1,-96.0,75.0,0.0,4.0
0.25,0.1,-96.0,82.0,0.0,4.0
0.25,0.1,-96.0,78.0,0.0,4.0
0.25,0.1,-96.0,70.0,0.0,4.0
0.25,0.1,-96.0,77.0,0.0,4.0
0.25,0.1,-96.0,66.0,0.0,4.0
0.25,0.1,-96.0,60.0,0.0,4.0
0.25,0.1,-96.0,72.0,0.0,4.0
0.25,0.1,-96.0,59.0,0.0,4.0
0.25,0.1,-96.0,79.0,0.0,4.0
0.25,0.1,-96.0,85.0,0.0,4.0
0.25,0.1,-96.0,72.0,0.0,4.0
0.25,0.1,-96.0,70.0,0.0,4.0
0.25,0.1,-96.0,84.0,0.0,4.0
0.25,0.1,-96.0,73.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,75.0,0.0,4.0
0.25,0.1,-96.0,75.0,0.0,4.0
0.25,0.1,-96.0,82.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,84.0,0.0,4.0
0.25,0.1,-96.0,71.0,0.0,4.0
0.25,0.1,-96.0,78.0,0.0,4.0
0.25,0.1,-96.0,73.0,0.0,4.0
0.25,0.1,-97.0,75.0,0.0,4.0
0.25,0.1,-97.0,71.0,0.0,4.0
0.25,0.1,-97.0,71.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,78.0,0.0,4.0
0.25,0.1,-97.0,65.0,0.0,4.0
0.25,0.1,-97.0,68.0,0.0,4.0
0.25,0.1,-97.0,69.0,0.0,4.0
0.25,0.1,-97.0,66.0,0.0,4.0
0.25,0.1,-97.0,73.0,0.0,4.0
0.25,0.1,-97.0,75.0,0.0,4.0
0.25,0.1,-97.0,66.0,0.0,4.0
0.25,0.1,-97.0,64.0,0.0,4.0
0.25,0.1,-97.0,86.0,0.0,4.0
0.25,0.1,-97.0,88.0,0.0,4.0
0.25,0.1,-97.0,71.0,0.0,4.0
0.25,0.1,-97.0,75.0,0.0,4.0
0.25,0.1,-97.0,83.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,70.0,0.0,4.0
0.25,0.1,-97.0,86.0,0.0,4.0
0.25,0.1,-97.0,81.0,0.0,4.0
0.25,0.1,-97.0,78.0,0.0,4.0
0.25,0.1,-97.0,85.0,0.0,4.0
0.25,0.1,-97.0,74.0,0.0,4.0
0.25,0.1,-97.0,84.0,0.0,4.0
0.25,0.1,-97.0,61.0,0.0,4.0
0.25,0.1,-97.0,87.0,0.0,4.0
0.25,0.1,-97.0,69.0,0.0,4.0
0.25,0.1,-97.0,78.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,71.0,0.0,4.0
0.25,0.1,-97.0,84.0,0.0,4.0
0.25,0.1,-97.0,93.0,0.0,4.0
0.25,0.1,-97.0,81.0,0.0,4.0
0.25,0.1,-97.0,83.0,0.0,4.0
0.25,0.1,-97.0,75.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,81.0,0.0,4.0
0.25,0.1,-97.0,93.0,0.0,4.0
0.25,0.1,-97.0,65.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,71.0,0.0,4.0
0.25,0.1,-97.0,74.0,0.0,4.0
0.25,0.1,-97.0,77.0,0.0,4.0
0.25,0.1,-97.0,73.0,0.0,4.0
0.25,0.1,-97.0,82.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,81.0,0.0,4.0
0.25,0.1,-97.0,79.0,0.0,4.0
0.25,0.1,-97.0,75.0,0.0,4.0
0.25,0.1,-97.0,74.0,0.0,4.0
0.25,0.1,-97.0,84.0,0.0,4.0
0.25,0.1,-97.0,77.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,71.0,0.0,4.0
0.25,0.1,-97.0,73.0,0.0,4.0
0.25,0.1,-97.0,83.0,0.0,4.0
0.25,0.1,-97.0,70.0,0.0,4.0
0.25,0.1,-97.0,83.0,0.0,4.0
0.25,0.1,-97.0,86.0,0.0,4.0
0.25,0.1,-97.0,63.0,0.0,4.0
0.25,0.1,-97.0,66.0,0.0,4.0
0.25,0.1,-97.0,68.0,0.0,4.0
0.25,0.1,-97.0,77.0,0.0,4.0
0.25,0.1,-97.0,80.0,0.0,4.0
0.25,0.1,-97.0,79.0,0.0,4.0
0.25,0.1,-97.0,67.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,77.0,0.0,4.0
0.25,0.1,-97.0,73.0,0.0,4.0
0.25,0.1,-97.0,82.0,0.0,4.0
0.25,0.1,-97.0,66.0,0.0,4.0
0.25,0.1,-97.0,80.0,0.0,4.0
0.25,0.1,-97.0,63.0,0.0,4.0
0.25,0.1,-97.0,64.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,77.0,0.0,4.0
0.25,0.1,-97.0,77.0,0.0,4.0
0.25,0.1,-97.0,87.0,0.0,4.0
0.25,0.1,-97.0,76.0,0.0,4.0
0.25,0.1,-97.0,65.0,0.0,4.0
0.25,0.1,-97.0,94.0,0.0,4.0
0.25,0.1,-97.0,74.0,0.0,4.0
0.25,0.1,-97.0,70.0,0.0,4.0
0.25,0.1,-97.0,73.0,0.0,4.0
0.25,0.1,-97.0,70.0,0.0,4.0
0.25,0.1,-97.0,88.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,74.0,0.0,4.0
0.25,0.1,-97.0,86.0,0.0,4.0
0.25,0.1,-97.0,84.0,0.0,4.0
0.25,0.1,-97.0,75.0,0.0,4.0
0.25,0.1,-97.0,72.0,0.0,4.0
0.25,0.1,-97.0,81.0,0.0,4.0
0.25,0.1,-97.0,85.0,0.0,4.0
0.25,0.1,-98.0,83.0,0.0,4.0
0.25,0.1,-98.0,71.0,0.0,4.0
0.25,0.1,-98.0,68.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,74.0,0.0,4.0
0.25,0.1,-98.0,79.0,0.0,4.0
0.25,0.1,-98.0,76.0,0.0,4.0
0.25,0.1,-98.0,81.0,0.0,4.0
0.25,0.1,-98.0,61.0,0.0,4.0
0.25,0.1,-98.0,76.0,0.0,4.0
0.25,0.1,-98.0,68.0,0.0,4.0
0.25,0.1,-98.0,52.0,0.0,4.0
0.25,0.1,-98.0,67.0,0.0,4.0
0.25,0.1,-98.0,65.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,83.0,0.0,4.0
0.25,0.1,-98.0,73.0,0.0,4.0
0.25,0.1,-98.0,83.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,70.0,0.0,4.0
0.25,0.1,-98.0,69.0,0.0,4.0
0.25,0.1,-98.0,77.0,0.0,4.0
0.25,0.1,-98.0,80.0,0.0,4.0
0.25,0.1,-98.0,80.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,99.0,0.0,4.0
0.25,0.1,-98.0,67.0,0.0,4.0
0.25,0.1,-98.0,84.0,0.0,4.0
0.25,0.1,-98.0,77.0,0.0,4.0
0.25,0.1,-98.0,76.0,0.0,4.0
0.25,0.1,-98.0,67.0,0.0,4.0
0.25,0.1,-98.0,75.0,0.0,4.0
0.25,0.1,-98.0,86.0,0.0,4.0
0.25,0.1,-98.0,86.0,0.0,4.0
0.25,0.1,-98.0,68.0,0.0,4.0
0.25,0.1,-98.0,72.0,0.0,4.0
0.25,0.1,-98.0,83.0,0.0,4.0
0.25,0.1,-98.0,76.0,0.0,4.0
0.25,0.1,-98.0,66.0,0.0,4.0
0.25,0.1,-98.0,76.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,66.0,0.0,4.0
0.25,0.1,-98.0,79.0,0.0,4.0
0.25,0.1,-98.0,84.0,0.0,4.0
0.25,0.1,-98.0,63.0,0.0,4.0
0.25,0.1,-98.0,70.0,0.0,4.0
0.25,0.1,-98.0,71.0,0.0,4.0
0.25,0.1,-98.0,71.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,85.0,0.0,4.0
0.25,0.1,-98.0,92.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,70.0,0.0,4.0
0.25,0.1,-98.0,74.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,70.0,0.0,4.0
0.25,0.1,-98.0,59.0,0.0,4.0
0.25,0.1,-98.0,76.0,0.0,4.0
0.25,0.1,-98.0,65.0,0.0,4.0
0.25,0.1,-98.0,73.0,0.0,4.0
0.25,0.1,-98.0,91.0,0.0,4.0
0.25,0.1,-98.0,73.0,0.0,4.0
0.25,0.1,-98.0,69.0,0.0,4.0
0.25,0.1,-98.0,77.0,0.0,4.0
0.25,0.1,-98.0,64.0,0.0,4.0
0.25,0.1,-98.0,86.0,0.0,4.0
0.25,0.1,-98.0,71.0,0.0,4.0
0.25,0.1,-98.0,73.0,0.0,4.0
0.25,0.1,-98.0,77.0,0.0,4.0
0.25,0.1,-98.0,85.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,77.0,0.0,4.0
0.25,0.1,-98.0,79.0,0.0,4.0
0.25,0.1,-98.0,72.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,67.0,0.0,4.0
0.25,0.1,-98.0,75.0,0.0,4.0
0.25,0.1,-98.0,77.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,66.0,0.0,4.0
0.25,0.1,-98.0,71.0,0.0,4.0
0.25,0.1,-98.0,87.0,0.0,4.0
0.25,0.1,-98.0,81.0,0.0,4.0
0.25,0.1,-98.0,67.0,0.0,4.0
0.25,0.1,-98.0,74.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,73.0,0.0,4.0
0.25,0.1,-98.0,78.0,0.0,4.0
0.25,0.1,-98.0,68.0,0.0,4.0
0.25,0.1,-98.0,75.0,0.0,4.0
0.25,0.1,-98.0,74.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,70.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,84.0,0.0,4.0
0.25,0.1,-98.0,74.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-98.0,67.0,0.0,4.0
0.25,0.1,-98.0,75.0,0.0,4.0
0.25,0.1,-98.0,82.0,0.0,4.0
0.25,0.1,-99.0,74.0,0.0,4.0
0.25,0.1,-99.0,74.0,0.0,4.0
0.25,0.1,-99.0,77.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,78.0,0.0,4.0
0.25,0.1,-99.0,78.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,67.0,0.0,4.0
0.25,0.1,-99.0,84.0,0.0,4.0
0.25,0.1,-99.0,72.0,0.0,4.0
0.25,0.1,-99.0,80.0,0.0,4.0
0.25,0.1,-99.0,67.0,0.0,4.0
0.25,0.1,-99.0,99.0,0.0,4.0
0.25,0.1,-99.0,69.0,0.0,4.0
0.25,0.1,-99.0,76.0,0.0,4.0
0.25,0.1,-99.0,72.0,0.0,4.0
0.25,0.1,-99.0,73.0,0.0,4.0
0.25,0.1,-99.0,77.0,0.0,4.0
0.25,0.1,-99.0,79.0,0.0,4.0
0.25,0.1,-99.0,68.0,0.0,4.0
0.25,0.1,-99.0,71.0,0.0,4.0
0.25,0.1,-99.0,62.0,0.0,4.0
0.25,0.1,-99.0,73.0,0.0,4.0
0.25,0.1,-99.0,84.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,71.0,0.0,4.0
0.25,0.1,-99.0,71.0,0.0,4.0
0.25,0.1,-99.0,74.0,0.0,4.0
0.25,0.1,-99.0,68.0,0.0,4.0
0.25,0.1,-99.0,68.0,0.0,4.0
0.25,0.1,-99.0,82.0,0.0,4.0
0.25,0.1,-99.0,72.0,0.0,4.0
0.25,0.1,-99.0,70.0,0.0,4.0
0.25,0.1,-99.0,74.0,0.0,4.0
0.25,0.1,-99.0,77.0,0.0,4.0
0.25,0.1,-99.0,84.0,0.0,4.0
0.25,0.1,-99.0,75.0,0.0,4.0
0.25,0.1,-99.0,76.0,0.0,4.0
0.25,0.1,-99.0,78.0,0.0,4.0
0.25,0.1,-99.0,91.0,0.0,4.0
0.25,0.1,-99.0,68.0,0.0,4.0
0.25,0.1,-99.0,76.0,0.0,4.0
0.25,0.1,-99.0,79.0,0.0,4.0
0.25,0.1,-99.0,78.0,0.0,4.0
0.25,0.1,-99.0,68.0,0.0,4.0
0.25,0.1,-99.0,84.0,0.0,4.0
0.25,0.1,-99.0,73.0,0.0,4.0
0.25,0.1,-99.0,82.0,0.0,4.0
0.25,0.1,-99.0,86.0,0.0,4.0
0.25,0.1,-99.0,78.0,0.0,4.0
0.25,0.1,-99.0,60.0,0.0,4.0
0.25,0.1,-99.0,69.0,0.0,4.0
0.25,0.1,-99.0,67.0,0.0,4.0
0.25,0.1,-99.0,83.0,0.0,4.0
0.25,0.1,-99.0,61.0,0.0,4.0
0.25,0.1,-99.0,74.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,61.0,0.0,4.0
0.25,0.1,-99.0,84.0,0.0,4.0
0.25,0.1,-99.0,60.0,0.0,4.0
0.25,0.1,-99.0,80.0,0.0,4.0
0.25,0.1,-99.0,91.0,0.0,4.0
0.25,0.1,-99.0,64.0,0.0,4.0
0.25,0.1,-99.0,93.0,0.0,4.0
0.25,0.1,-99.0,70.0,0.0,4.0
0.25,0.1,-99.0,76.0,0.0,4.0
0.25,0.1,-99.0,67.0,0.0,4.0
0.25,0.1,-99.0,73.0,0.0,4.0
0.25,0.1,-99.0,83.0,0.0,4.0
0.25,0.1,-99.0,80.0,0.0,4.0
0.25,0.1,-99.0,85.0,0.0,4.0
0.25,0.1,-99.0,70.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,75.0,0.0,4.0
0.25,0.1,-99.0,78.0,0.0,4.0
0.25,0.1,-99.0,73.0,0.0,4.0
0.25,0.1,-99.0,89.0,0.0,4.0
0.25,0.1,-99.0,72.0,0.0,4.0
0.25,0.1,-99.0,88.0,0.0,4.0
0.25,0.1,-99.0,72.0,0.0,4.0
0.25,0.1,-99.0,61.0,0.0,4.0
0.25,0.1,-99.0,66.0,0.0,4.0
0.25,0.1,-99.0,71.0,0.0,4.0
0.25,0.1,-99.0,75.0,0.0,4.0
0.25,0.1,-99.0,68.0,0.0,4.0
0.25,0.1,-99.0,66.0,0.0,4.0
0.25,0.1,-99.0,74.0,0.0,4.0
0.25,0.1,-99.0,72.0,0.0,4.0
0.25,0.1,-99.0,69.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,92.0,0.0,4.0
0.25,0.1,-99.0,85.0,0.0,4.0
0.25,0.1,-99.0,81.0,0.0,4.0
0.25,0.1,-99.0,76.0,0.0,4.0
0.25,0.1,-99.0,62.0,0.0,4.0
0.25,0.1,-99.0,70.0,0.0,4.0
0.25,0.1,-99.0,73.0,0.0,4.0
0.25,0.1,-99.0,86.0,0.0,4.0
0.25,0.1,-99.0,71.0,0.0,4.0
0.25,0.1,-99.0,82.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,85.0,0.0,4.0
0.25,0.1,-100.0,67.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,84.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,71.0,0.0,4.0
0.25,0.1,-100.0,77.0,0.0,4.0
0.25,0.1,-100.0,86.0,0.0,4.0
0.25,0.1,-100.0,67.0,0.0,4.0
0.25,0.1,-100.0,80.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,70.0,0.0,4.0
0.25,0.1,-100.0,80.0,0.0,4.0
0.25,0.1,-100.0,75.0,0.0,4.0
0.25,0.1,-100.0,85.0,0.0,4.0
0.25,0.1,-100.0,73.0,0.0,4.0
0.25,0.1,-100.0,69.0,0.0,4.0
0.25,0.1,-100.0,80.0,0.0,4.0
0.25,0.1,-100.0,79.0,0.0,4.0
0.25,0.1,-100.0,78.0,0.0,4.0
0.25,0.1,-100.0,86.0,0.0,4.0
0.25,0.1,-100.0,77.0,0.0,4.0
0.25,0.1,-100.0,80.0,0.0,4.0
0.25,0.1,-100.0,57.0,0.0,4.0
0.25,0.1,-100.0,65.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,82.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,64.0,0.0,4.0
0.25,0.1,-100.0,78.0,0.0,4.0
0.25,0.1,-100.0,82.0,0.0,4.0
0.25,0.1,-100.0,88.0,0.0,4.0
0.25,0.1,-100.0,88.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,78.0,0.0,4.0
0.25,0.1,-100.0,78.0,0.0,4.0
0.25,0.1,-100.0,75.0,0.0,4.0
0.25,0.1,-100.0,83.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,75.0,0.0,4.0
0.25,0.1,-100.0,80.0,0.0,4.0
0.25,0.1,-100.0,74.0,0.0,4.0
0.25,0.1,-100.0,56.0,0.0,4.0
0.25,0.1,-100.0,78.0,0.0,4.0
0.25,0.1,-100.0,62.0,0.0,4.0
0.25,0.1,-100.0,62.0,0.0,4.0
0.25,0.1,-100.0,74.0,0.0,4.0
0.25,0.1,-100.0,66.0,0.0,4.0
0.25,0.1,-100.0,86.0,0.0,4.0
0.25,0.1,-100.0,86.0,0.0,4.0
0.25,0.1,-100.0,71.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,78.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,77.0,0.0,4.0
0.25,0.1,-100.0,74.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,85.0,0.0,4.0
0.25,0.1,-100.0,86.0,0.0,4.0
0.25,0.1,-100.0,69.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,67.0,0.0,4.0
0.25,0.1,-100.0,64.0,0.0,4.0
0.25,0.1,-100.0,73.0,0.0,4.0
0.25,0.1,-100.0,76.0,0.0,4.0
0.25,0.1,-100.0,71.0,0.0,4.0
0.25,0.1,-100.0,66.0,0.0,4.0
0.25,0.1,-100.0,74.0,0.0,4.0
0.25,0.1,-100.0,86.0,0.0,4.0
0.25,0.1,-100.0,72.0,0.0,4.0
0.25,0.1,-100.0,83.0,0.0,4.0
0.25,0.1,-100.0,88.0,0.0,4.0
0.25,0.1,-100.0,61.0,0.0,4.0
0.25,0.1,-100.0,92.0,0.0,4.0
0.25,0.1,-100.0,71.0,0.0,4.0
0.25,0.1,-100.0,83.0,0.0,4.0
0.25,0.1,-100.0,65.0,0.0,4.0
0.25,0.1,-100.0,79.0,0.0,4.0
0.25,0.1,-100.0,81.0,0.0,4.0
0.25,0.1,-100.0,85.0,0.0,4.0
0.25,0.1,-100.0,79.0,0.0,4.0
0.25,0.1,-100.0,72.0,0.0,4.0
0.25,0.1,-100.0,77.0,0.0,4.0
