from,to,connPhi,connPsi1,connPsi2,connWeight,connWxGC
NSML,I1L,1793.10672580538,1,1,6.09639023138375,6.09639023138375
NSML,I1R,-52.5024591810579,-1,-1,-3.72929750363833,-3.72929750363833
NSML,M2R,-42.2332343305352,-1,-1,-0.470680923732303,-0.470680923732303
NSML,M3L,82.8343349489714,1,1,3.24408133377695,3.24408133377695
NSML,M3R,53.988286837106,1,1,4.92648718117127,4.92648718117127
NSML,M4,186.105769288747,1,1,4.22419756247623,4.22419756247623
NSML,M5,-22.3923398173467,-1,-1,-9.50902901046885,-9.50902901046885
NSML,MCL,-32.7255806486319,-1,-1,-2.33016079742058,-2.33016079742058
NSML,MCR,-48.4677908124577,-1,-1,-2.26082875128076,-2.26082875128076
NSML,MI,-58.3496884559099,-1,-1,-1.89327318246311,-1.89327318246311
NSML,NSML,-7495.04965627056,-1,-1,-42.4874315588698,-42.4874315588698
NSML,NSMR,865.924704282357,1,1,5.81518686038807,5.81518686038807
NSML,I2L,52.1059831150669,1,1,2.9776993474983,2.9776993474983
NSML,I2R,-14.9440207675507,-0,-0,-2.48511677088116,-0
NSML,I3,32.229323157846,1,1,0.398624250212375,0.398624250212375
NSML,I4,39.6759010202559,1,1,5.17716576653215,5.17716576653215
NSML,I5,-61.2227556489015,-1,-1,-2.9236610805756,-2.9236610805756
NSML,I6,134.90399210316,1,1,5.08739912824799,5.08739912824799
NSML,M1,-26.4682279610624,-1,-1,-4.29598751937294,-4.29598751937294
NSML,M2L,63.7354119809552,1,1,0.846880733197335,0.846880733197335
NSMR,I1L,-28.755045298305,-1,-1,-0.932359728299547,-0.932359728299547
NSMR,I1R,2323.20802833347,1,1,9.43420946528509,9.43420946528509
NSMR,M2R,77.1557262873594,1,1,2.68059078648925,2.68059078648925
NSMR,M3L,29.9352928610988,1,1,4.04283560878344,4.04283560878344
NSMR,M3R,298.998942892807,1,1,0.335414761805361,0.335414761805361
NSMR,M4,67.2673741554308,1,1,0.152217731212241,0.152217731212241
NSMR,M5,-33.6179980989214,-1,-1,-8.33759380549504,-8.33759380549504
NSMR,MCL,154.047722199444,1,1,1.38275554240919,1.38275554240919
NSMR,MCR,-136.484736126407,-1,-1,-3.75191006186874,-3.75191006186874
NSMR,MI,50.8954724815012,1,1,1.83396966647297,1.83396966647297
NSMR,NSML,79.979494933641,1,1,3.97735750005751,3.97735750005751
NSMR,NSMR,-15924.9250455688,-1,-1,-55.6411743347274,-55.6411743347274
NSMR,I2L,-174.09007904934,-1,-1,-5.76857616941744,-5.76857616941744
NSMR,I2R,295.083833707955,1,1,2.61421708760255,2.61421708760255
NSMR,I3,-39.7369803871406,-1,-1,-4.25088601909884,-4.25088601909884
NSMR,I4,113.175521843546,1,1,8.22549728647053,8.22549728647053
NSMR,I5,55.8643246570227,1,1,1.01061905601646,1.01061905601646
NSMR,I6,-3427.04343266769,-1,-1,-17.5904363706014,-17.5904363706014
NSMR,M1,77.7749564150035,1,1,2.08142091376428,2.08142091376428
NSMR,M2L,72.7509860440314,1,1,0.359879248344426,0.359879248344426
I2L,I1L,3897.20768010173,1,1,3.96531981055206,3.96531981055206
I2L,I1R,-60.0448794067561,-1,-1,-0.0212749608195015,-0.0212749608195015
I2L,M2R,61.0483677123557,1,1,1.79764038761217,1.79764038761217
I2L,M3L,134.540308921201,1,1,0.862281397466865,0.862281397466865
I2L,M3R,34.1437768616634,1,1,0.150578691141978,0.150578691141978
I2L,M4,-51.1788661357405,-1,-1,-5.07092058212241,-5.07092058212241
I2L,M5,18.6446404180531,1,1,11.4781068199183,11.4781068199183
I2L,MCL,143.455208621664,1,1,1.41356192794171,1.41356192794171
I2L,MCR,-113.107279732816,-1,-1,-3.11429168197568,-3.11429168197568
I2L,MI,136.987908623954,1,1,1.92677119790031,1.92677119790031
I2L,NSML,-170.403933187406,-1,-1,-3.96191054047148,-3.96191054047148
I2L,NSMR,-109.178877815719,-1,-1,-0.909243992017522,-0.909243992017522
I2L,I2L,-8021.40406665319,-1,-1,-33.1641790541986,-33.1641790541986
I2L,I2R,493.214353530711,1,1,1.74385355737084,1.74385355737084
I2L,I3,-104.544368294532,-1,-1,-0.102717253269048,-0.102717253269048
I2L,I4,-305.847515191624,-1,-1,-5.15828424394784,-5.15828424394784
I2L,I5,-307.126552282971,-1,-1,-0.448965756096032,-0.448965756096032
I2L,I6,58.0124216260647,1,1,1.33210165968823,1.33210165968823
I2L,M1,193.914724538097,1,1,0.900381915793106,0.900381915793106
I2L,M2L,399.089699288865,1,1,4.14096404791734,4.14096404791734
I2R,I1L,-78.2238031404886,-1,-1,-2.40430709329742,-2.40430709329742
I2R,I1R,1520.0938697971,1,1,0.458715379989719,0.458715379989719
I2R,M2R,2843.32998737451,1,1,4.84309897958948,4.84309897958948
I2R,M3L,50.5575938308957,1,1,2.30908866179725,2.30908866179725
I2R,M3R,150.935683783633,1,1,4.36766812517439,4.36766812517439
I2R,M4,214.798838730496,1,1,1.50822002381134,1.50822002381134
I2R,M5,-30.8201789079804,-1,-1,-4.7301618133829,-4.7301618133829
I2R,MCL,-164.89458186278,-1,-1,-0.176494873000128,-0.176494873000128
I2R,MCR,519.442848505747,1,1,2.44749675296376,2.44749675296376
I2R,MI,-199.0086827988,-1,-1,-1.74957637416744,-1.74957637416744
I2R,NSML,319.492117187545,1,1,2.44991533856317,2.44991533856317
I2R,NSMR,949.715188837326,1,1,5.84484480327772,5.84484480327772
I2R,I2L,-500.934275367739,-1,-1,-1.91360125279623,-1.91360125279623
I2R,I2R,-9587.73552899823,-1,-1,-29.3673087185708,-29.3673087185708
I2R,I3,26.6473183890375,1,1,2.25396388051352,2.25396388051352
I2R,I4,365.420088483379,1,1,4.37994730267285,4.37994730267285
I2R,I5,335.308004775483,1,1,4.55365507922629,4.55365507922629
