from,to,connPhi,connPsi1,connPsi2,connWeight,connWxGC
M1,I6,-25.8684982686559,-1,-1,-1.74721009349612,-1.74721009349612
M1,M1,-5196.56133760386,-1,-1,-110.734276480549,-110.734276480549
M1,M2L,-20.19935231932,-1,-1,-7.70713814662614,-7.70713814662614
M2L,I1L,254.494475895513,1,1,8.08513313107543,8.08513313107543
M2L,I1R,49.7651974273876,1,1,5.65561038132893,5.65561038132893
M2L,M2R,20.3653007563789,1,1,3.09875650257956,3.09875650257956
M2L,M3L,-12.7903099189207,-1,-1,-0.623123395258094,-0.623123395258094
M2L,M3R,18.9248542461628,1,1,0.352368859733089,0.352368859733089
M2L,M4,336.994167561495,1,1,16.1962774673641,16.1962774673641
M2L,M5,34.7645689840097,1,1,2.38410942483057,2.38410942483057
M2L,MCL,-5.22642507798719,-0,-0,-2.17008748350839,-0
M2L,MCR,-23.1001365082775,-1,-1,-1.339004248326,-1.339004248326
M2L,MI,383.114935233494,1,1,0.808435026615267,0.808435026615267
M2L,NSML,48.9876111410103,1,1,7.07749787416121,7.07749787416121
M2L,NSMR,21.6310319354561,1,1,1.66487517323826,1.66487517323826
M2L,I2L,116.430126483059,1,1,4.11719929395537,4.11719929395537
M2L,I2R,45.3154627426156,1,1,4.22070561700435,4.22070561700435
M2L,I3,-278.929450063431,-1,-1,-5.68359354213629,-5.68359354213629
M2L,I4,-452.829295448291,-1,-1,-5.68326136045858,-5.68326136045858
M2L,I5,-224.893246836449,-1,-1,-1.91993932626884,-1.91993932626884
M2L,I6,26.0774241946251,1,1,5.97031072751408,5.97031072751408
M2L,M1,-66.2970444871776,-1,-1,-6.03570055777781,-6.03570055777781
M2L,M2L,-8834.80602487608,-1,-1,-110.282835106717,-110.282835106717
