,Source,Target,Weight,Syn
1544,RIAL,RMDVL,48,chemical
1545,RIAL,RMDVR,48,chemical
1546,RIAL,RIVL,8,chemical
1547,RIAL,RIVR,12,chemical
1548,RIAL,SAADL,1,chemical
1549,RIAL,SIADL,3,chemical
1550,RIAL,SIAVR,2,chemical
1551,RIAL,SMBDR,7,chemical
1552,RIAL,SMDDL,22,chemical
1553,RIAL,SMDDR,33,chemical
1554,RIAL,SMDVL,14,chemical
1555,RIAL,SMDVR,32,chemical
1556,RIAR,ADFR,2,chemical
1557,RIAR,IL1R,2,chemical
1558,RIAR,CEPVL,1,chemical
1559,RIAR,CEPVR,1,chemical
1560,RIAR,AUAR,2,chemical
1561,RIAR,RIAL,38,chemical
1562,RIAR,RIAR,3,chemical
1563,RIAR,RIBR,1,chemical
1564,RIAR,AVAR,2,chemical
1565,RIAR,RMDDL,48,chemical
1566,RIAR,RMDDR,53,chemical
1567,RIAR,RMDL,9,chemical
1568,RIAR,RMDR,35,chemical
1569,RIAR,RMDVL,57,chemical
1570,RIAR,RMDVR,47,chemical
1571,RIAR,RIVL,3,chemical
1572,RIAR,RIVR,3,chemical
1573,RIAR,SAADR,1,chemical
1574,RIAR,SIADR,4,chemical
1575,RIAR,SIAVL,7,chemical
1576,RIAR,SMBDR,2,chemical
1577,RIAR,SMBVR,2,chemical
1578,RIAR,SMDDL,32,chemical
1579,RIAR,SMDDR,26,chemical
1580,RIAR,SMDVL,43,chemical
1581,RIAR,SMDVR,26,chemical
1582,RIBL,CEPVL,5,chemical
1583,RIBL,BAGR,3,chemical
1584,RIBL,URYDL,3,chemical
1585,RIBL,AUAL,9,chemical
1586,RIBL,AIBR,8,chemical
1587,RIBL,RIAL,6,chemical
1588,RIBL,RIGL,1,chemical
1589,RIBL,RIS,5,chemical
1590,RIBL,DVC,1,chemical
1591,RIBL,AVAL,5,chemical
1592,RIBL,AVBR,1,chemical
1593,RIBL,AVDR,4,chemical
1594,RIBL,AVEL,9,chemical
1595,RIBL,AVER,14,chemical
1596,RIBL,RIML,1,chemical
1597,RIBL,RMDR,1,chemical
1598,RIBL,SMDVR,6,chemical
1599,RIBR,OLLR,1,chemical
1600,RIBR,BAGL,8,chemical
1601,RIBR,URYVR,2,chemical
1602,RIBR,AUAR,2,chemical
1603,RIBR,AIBL,3,chemical
1604,RIBR,AIZR,2,chemical
1605,RIBR,AINL,1,chemical
1606,RIBR,RIAR,8,chemical
1607,RIBR,RIGR,5,chemical
1608,RIBR,RIH,2,chemical
1609,RIBR,RIS,1,chemical
1610,RIBR,AVAR,6,chemical
1611,RIBR,AVBL,2,chemical
1612,RIBR,AVEL,6,chemical
1613,RIBR,AVER,4,chemical
1614,RIBR,RMDVR,1,chemical
1615,RIBR,RMED,1,chemical
1616,RIBR,SMDDL,2,chemical
1617,RIBR,SMDVL,2,chemical
1618,RIBR,SMDVR,2,chemical
1619,RICL,ADLR,2,chemical
1620,RICL,OLQVL,1,chemical
1621,RICL,CEPDL,1,chemical
1622,RICL,CEPVL,2,chemical
1623,RICL,ADAL,1,chemical
1624,RICL,ADAR,7,chemical
1625,RICL,RICR,2,chemical
1626,RICL,RMFR,2,chemical
1627,RICL,URBR,2,chemical
1628,RICL,AVAL,15,chemical
1629,RICL,AVAR,18,chemical
1630,RICL,RIML,1,chemical
1631,RICL,RIMR,8,chemical
1632,RICL,RIVR,4,chemical
1633,RICL,SAAVL,2,chemical
1634,RICL,SMBDL,5,chemical
1635,RICL,SMBDR,1,chemical
1636,RICL,SMDDL,11,chemical
1637,RICL,SMDDR,8,chemical
1638,RICL,SMDVR,1,chemical
1639,RICR,CEPDL,1,chemical
1640,RICR,CEPDR,1,chemical
1641,RICR,AIBL,2,chemical
1642,RICR,AIBR,2,chemical
1643,RICR,AIZL,6,chemical
1644,RICR,ADAR,2,chemical
1645,RICR,RICL,3,chemical
1646,RICR,RMFL,1,chemical
1647,RICR,RMGL,1,chemical
1648,RICR,URBR,2,chemical
1649,RICR,AVKR,1,chemical
1650,RICR,AVAL,15,chemical
1651,RICR,AVAR,13,chemical
1652,RICR,RIML,10,chemical
1653,RICR,RIMR,1,chemical
1654,RICR,RIVL,1,chemical
1655,RICR,SMBDR,3,chemical
1656,RICR,SMDDL,9,chemical
1657,RICR,SMDDR,9,chemical
1658,RICR,SMDVL,6,chemical
1659,RICR,SMDVR,3,chemical
1660,RICR,VB01,7,chemical
1661,RIFL,ALML,5,chemical
1662,RIFL,AVHR,1,chemical
1663,RIFL,AVJR,8,chemical
1664,RIFL,PVPL,8,chemical
1665,RIFL,AVBL,26,chemical
1666,RIFL,AVBR,1,chemical
1667,RIFL,RIML,7,chemical
1668,RIFR,ADLR,1,chemical
1669,RIFR,ASHR,6,chemical
1670,RIFR,AWBR,2,chemical
1671,RIFR,CEPVR,2,chemical
1672,RIFR,URXR,3,chemical
1673,RIFR,AIZL,1,chemical
1674,RIFR,RIAR,1,chemical
1675,RIFR,RIFL,1,chemical
1676,RIFR,RIPR,2,chemical
1677,RIFR,AVFL,1,chemical
1678,RIFR,AVJL,2,chemical
1679,RIFR,AVJR,2,chemical
1680,RIFR,PVPR,6,chemical
1681,RIFR,PVCL,1,chemical
1682,RIFR,PVCR,1,chemical
1683,RIFR,AVBL,1,chemical
1684,RIFR,AVBR,35,chemical
1685,RIFR,RIMR,10,chemical
1686,RIFR,HSNL,2,chemical
1687,RIFR,HSNR,3,chemical
1688,RIGL,ADFL,1,chemical
1689,RIGL,ADLL,2,chemical
1690,RIGL,OLQVL,2,chemical
1691,RIGL,ALNL,6,chemical
1692,RIGL,BAGR,3,chemical
1693,RIGL,URXL,6,chemical
1694,RIGL,AIBR,4,chemical
1695,RIGL,AIZL,10,chemical
1696,RIGL,AIZR,2,chemical
1697,RIGL,RIBL,3,chemical
1698,RIGL,RIH,2,chemical
1699,RIGL,RIR,8,chemical
1700,RIGL,RMGL,6,chemical
1701,RIGL,AVKR,17,chemical
1702,RIGL,DVA,1,chemical
1703,RIGL,PVPL,2,chemical
1704,RIGL,AVEL,7,chemical
1705,RIGL,AVER,1,chemical
1706,RIGL,RMHR,23,chemical
1707,RIGR,AFDR,1,chemical
1708,RIGR,OLQVR,2,chemical
1709,RIGR,ALNR,3,chemical
1710,RIGR,BAGL,2,chemical
1711,RIGR,URXR,3,chemical
1712,RIGR,URYVR,2,chemical
1713,RIGR,AIBL,2,chemical
1714,RIGR,AIZR,5,chemical
1715,RIGR,RIAR,3,chemical
1716,RIGR,RIBR,2,chemical
1717,RIGR,RIR,5,chemical
1718,RIGR,AVKL,21,chemical
1719,RIGR,AVKR,5,chemical
1720,RIGR,DVA,4,chemical
1721,RIGR,DVC,2,chemical
1722,RIGR,PVT,5,chemical
1723,RIGR,AVDL,1,chemical
1724,RIGR,AVER,4,chemical
1725,RIGR,RMHL,17,chemical
1726,RIH,ADFR,3,chemical
1727,RIH,IL2L,2,chemical
1728,RIH,IL2R,3,chemical
1729,RIH,IL2VL,4,chemical
1730,RIH,IL2VR,5,chemical
1731,RIH,OLQDL,11,chemical
1732,RIH,OLQDR,7,chemical
1733,RIH,OLQVL,13,chemical
1734,RIH,OLQVR,7,chemical
1735,RIH,CEPDL,6,chemical
1736,RIH,CEPVL,3,chemical
1737,RIH,CEPVR,6,chemical
1738,RIH,BAGL,2,chemical
1739,RIH,BAGR,5,chemical
1740,RIH,URYVR,4,chemical
1741,RIH,AUAR,2,chemical
1742,RIH,AIYL,3,chemical
1743,RIH,AIYR,4,chemical
1744,RIH,AIZL,12,chemical
1745,RIH,AIZR,19,chemical
1746,RIH,RIAL,34,chemical
1747,RIH,RIAR,36,chemical
1748,RIH,RIBL,18,chemical
1749,RIH,RIBR,15,chemical
1750,RIH,RIPL,18,chemical
1751,RIH,RIPR,7,chemical
1752,RIH,RMER,6,chemical
1753,RIH,RMEV,10,chemical
1754,RIH,URAVR,1,chemical
1755,RIR,ADFL,1,chemical
1756,RIR,ADFR,4,chemical
1757,RIR,ASHL,1,chemical
1758,RIR,ASHR,1,chemical
1759,RIR,AWBR,1,chemical
1760,RIR,AFDR,1,chemical
1761,RIR,BAGR,1,chemical
1762,RIR,URXL,9,chemical
1763,RIR,URXR,6,chemical
1764,RIR,AQR,2,chemical
1765,RIR,AUAL,7,chemical
1766,RIR,AIZL,12,chemical
1767,RIR,AIZR,15,chemical
1768,RIR,ADAR,1,chemical
1769,RIR,AIMR,1,chemical
1770,RIR,RIAL,11,chemical
1771,RIR,RIAR,4,chemical
1772,RIR,RIGL,2,chemical
1773,RIR,RIGR,4,chemical
1774,RIR,RMGL,1,chemical
1775,RIR,RMGR,1,chemical
1776,RIR,DVA,9,chemical
1777,RIR,PVPL,2,chemical
1778,RIR,PVPR,1,chemical
1779,RIR,AVEL,4,chemical
1780,RIR,HSNL,1,chemical
1781,RIS,OLLR,5,chemical
1782,RIS,CEPDL,4,chemical
1783,RIS,CEPVL,7,chemical
1784,RIS,CEPVR,4,chemical
1785,RIS,URYDR,1,chemical
1786,RIS,URYVL,1,chemical
1787,RIS,URYVR,5,chemical
1788,RIS,RIBL,8,chemical
1789,RIS,RIBR,18,chemical
1790,RIS,RIS,3,chemical
1791,RIS,AVKL,6,chemical
1792,RIS,AVKR,13,chemical
1793,RIS,AVL,9,chemical
1794,RIS,AVEL,17,chemical
1795,RIS,AVER,18,chemical
1796,RIS,RIML,10,chemical
1797,RIS,RIMR,15,chemical
1798,RIS,RMDDL,1,chemical
1799,RIS,RMDDR,1,chemical
1800,RIS,RMDL,10,chemical
1801,RIS,RMDR,16,chemical
1802,RIS,RMEV,3,chemical
1803,RIS,SMDDL,1,chemical
1804,RIS,SMDDR,6,chemical
1805,RIS,SMDVL,1,chemical
1806,RIS,SMDVR,1,chemical
1807,RMFL,BAGL,1,chemical
1808,RMFL,RIBR,1,chemical
1809,RMFL,RIS,1,chemical
1810,RMFL,AVKL,9,chemical
1811,RMFL,AVKR,14,chemical
1812,RMFL,DVC,1,chemical
1813,RMFL,PVT,3,chemical
1814,RMFL,RIMR,2,chemical
1815,RMFL,RMDR,13,chemical
1816,RMFL,RMHL,2,chemical
1817,RMFL,SAAVR,1,chemical
1818,RMFL,SMDVL,1,chemical
1819,RMFR,RIH,1,chemical
1820,RMFR,AVKL,7,chemical
1821,RMFR,AVKR,9,chemical
1822,RMFR,DVC,2,chemical
1823,RMFR,RMDL,6,chemical
1824,RMFR,RMDR,1,chemical
1825,RMGL,ADLL,1,chemical
1826,RMGL,ASHL,1,chemical
1827,RMGL,CEPDL,1,chemical
1828,RMGL,URXL,3,chemical
1829,RMGL,AIBR,2,chemical
1830,RMGL,ADAL,4,chemical
1831,RMGL,AIML,3,chemical
1832,RMGL,RIFL,1,chemical
1833,RMGL,AVFR,1,chemical
1834,RMGL,PVPL,1,chemical
1835,RMGL,RID,2,chemical
1836,RMGL,AVAL,3,chemical
1837,RMGL,AVBR,3,chemical
1838,RMGL,AVEL,2,chemical
1839,RMGL,RMDDR,1,chemical
1840,RMGL,RMDL,2,chemical
1841,RMGL,RMDR,16,chemical
1842,RMGL,RMDVL,15,chemical
1843,RMGL,RMHL,1,chemical
1844,RMGL,RMHR,4,chemical
1845,RMGL,RIVR,1,chemical
1846,RMGL,SAADL,1,chemical
1847,RMGL,SIADL,2,chemical
1848,RMGL,SIADR,2,chemical
1849,RMGL,SIAVL,4,chemical
1850,RMGL,SIBDL,5,chemical
1851,RMGL,SIBVR,4,chemical
1852,RMGL,SMBVL,2,chemical
1853,RMGL,SMDDL,1,chemical
1854,RMGL,SMDDR,2,chemical
1855,RMGR,ASHR,1,chemical
1856,RMGR,IL2DR,1,chemical
1857,RMGR,IL2R,2,chemical
1858,RMGR,OLLR,1,chemical
1859,RMGR,ALMR,1,chemical
1860,RMGR,ALNR,4,chemical
1861,RMGR,URXR,3,chemical
1862,RMGR,ADER,2,chemical
1863,RMGR,ADAR,2,chemical
1864,RMGR,AIMR,2,chemical
1865,RMGR,RIGR,2,chemical
1866,RMGR,RIR,1,chemical
1867,RMGR,AVJL,4,chemical
1868,RMGR,AVAL,1,chemical
1869,RMGR,AVBL,2,chemical
1870,RMGR,AVBR,3,chemical
1871,RMGR,AVDL,2,chemical
1872,RMGR,AVER,6,chemical
1873,RMGR,RMDDL,1,chemical
1874,RMGR,RMDL,20,chemical
1875,RMGR,RMDR,7,chemical
1876,RMGR,RMDVR,23,chemical
1877,RMGR,SAADL,3,chemical
1878,RMGR,SIADL,1,chemical
1879,RMGR,SIAVR,2,chemical
1880,RMGR,SIBVL,2,chemical
1881,RMGR,SMBVR,1,chemical
1882,URBL,IL1L,10,chemical
1883,URBL,OLLL,1,chemical
1884,URBL,CEPDL,2,chemical
1885,URBL,URXL,26,chemical
1886,URBL,URYDL,1,chemical
1887,URBL,ADAL,3,chemical
1888,URBL,RICL,1,chemical
1889,URBL,RICR,1,chemical
1890,URBL,URBL,1,chemical
1891,URBL,PVR,1,chemical
1892,URBL,AVBL,1,chemical
1893,URBL,RMDDR,2,chemical
1894,URBL,RMHR,5,chemical
1895,URBL,SIADR,2,chemical
1896,URBL,SIAVL,2,chemical
1897,URBL,SIBVL,1,chemical
1898,URBL,SMBDR,3,chemical
1899,URBL,SMBVL,1,chemical
1900,URBR,ADLR,2,chemical
1901,URBR,IL1DR,2,chemical
1902,URBR,IL1R,5,chemical
1903,URBR,IL2R,3,chemical
1904,URBR,OLQDR,2,chemical
1905,URBR,OLLR,1,chemical
1906,URBR,CEPDR,1,chemical
1907,URBR,CEPVR,4,chemical
1908,URBR,URXR,16,chemical
1909,URBR,ADER,1,chemical
1910,URBR,ADAR,5,chemical
1911,URBR,RICL,1,chemical
1912,URBR,RICR,1,chemical
1913,URBR,RMGR,8,chemical
1914,URBR,AVBR,1,chemical
1915,URBR,AVDL,1,chemical
1916,URBR,RMDL,1,chemical
1917,URBR,RMDR,1,chemical
1918,URBR,SIADL,3,chemical
1919,URBR,SIAVR,3,chemical
1920,URBR,SIBDR,2,chemical
1921,URBR,SIBVR,2,chemical
1922,URBR,SMBDL,4,chemical
1923,URBR,SMBVR,1,chemical
1924,RIPL,OLQDR,2,chemical
1925,RIPL,OLQVL,1,chemical
1926,RIPL,RIH,2,chemical
1927,RIPL,RIPL,2,chemical
1928,RIPR,OLQDR,3,chemical
1929,RIPR,OLQVR,2,chemical
1930,RIPR,RIH,1,chemical
1931,RIPR,AVBR,2,chemical
1932,RIPR,URAVR,1,chemical
1933,AVFL,AIML,1,chemical
1934,AVFL,RIFL,1,chemical
1935,AVFL,RIFR,1,chemical
1936,AVFL,AVFR,12,chemical
1937,AVFL,AVG,5,chemical
1938,AVFL,AVHL,4,chemical
1939,AVFL,AVHR,1,chemical
1940,AVFL,AVJL,2,chemical
1941,AVFL,AVL,5,chemical
1942,AVFL,DVB,1,chemical
1943,AVFL,PVNL,1,chemical
1944,AVFL,PVQL,1,chemical
1945,AVFL,AVBL,4,chemical
1946,AVFL,AVBR,1,chemical
1947,AVFL,SMBVL,1,chemical
1948,AVFL,AS10,1,chemical
1949,AVFL,VB01,2,chemical
1950,AVFL,VB02,2,chemical
1951,AVFL,HSNL,2,chemical
1952,AVFL,HSNR,3,chemical
1953,AVFL,VC01,1,chemical
1954,AVFR,ASHR,1,chemical
1955,AVFR,PVDL,1,chemical
1956,AVFR,AIAL,1,chemical
1957,AVFR,AIML,1,chemical
1958,AVFR,RMGL,1,chemical
1959,AVFR,AVFL,7,chemical
1960,AVFR,AVG,1,chemical
1961,AVFR,AVHL,3,chemical
1962,AVFR,AVHR,3,chemical
1963,AVFR,AVJL,5,chemical
1964,AVFR,PVPR,1,chemical
1965,AVFR,PVQL,2,chemical
1966,AVFR,PVCR,1,chemical
1967,AVFR,AVAL,1,chemical
1968,AVFR,AVBL,6,chemical
1969,AVFR,AVBR,6,chemical
1970,AVFR,RMDDL,1,chemical
1971,AVFR,VA02,1,chemical
1972,AVFR,HSNL,4,chemical
1973,AVFR,HSNR,3,chemical
1974,AVG,PHAL,3,chemical
1975,AVG,AVFL,3,chemical
1976,AVG,AVG,2,chemical
1977,AVG,AVJL,7,chemical
1978,AVG,AVJR,3,chemical
1979,AVG,DVC,2,chemical
1980,AVG,PVNL,2,chemical
1981,AVG,PVNR,4,chemical
1982,AVG,PVQR,2,chemical
1983,AVG,PVT,2,chemical
1984,AVG,PVCL,1,chemical
1985,AVG,PVCR,2,chemical
1986,AVG,AVAL,3,chemical
1987,AVG,AVAR,3,chemical
1988,AVG,AVBL,5,chemical
1989,AVG,AVBR,3,chemical
1990,AVG,AVDL,1,chemical
1991,AVG,AVDR,3,chemical
1992,AVG,AVER,1,chemical
1993,AVG,DA08,1,chemical
1994,AVG,VA06,1,chemical
1995,AVG,VA11,1,chemical
1996,AVG,VC01,2,chemical
1997,AVHL,ADFR,5,chemical
1998,AVHL,ASHR,1,chemical
1999,AVHL,AWBR,3,chemical
2000,AVHL,BDUR,1,chemical
2001,AVHL,RIFR,1,chemical
2002,AVHL,RIR,2,chemical
2003,AVHL,AVFL,1,chemical
2004,AVHL,AVFR,5,chemical
2005,AVHL,AVHR,1,chemical
2006,AVHL,AVJL,4,chemical
2007,AVHL,AVJR,1,chemical
2008,AVHL,PVPR,2,chemical
2009,AVHL,PVQR,3,chemical
2010,AVHL,AVAR,1,chemical
2011,AVHL,AVBL,2,chemical
2012,AVHL,AVBR,1,chemical
2013,AVHL,AVDL,1,chemical
2014,AVHL,RIMR,1,chemical
2015,AVHL,SABD,1,chemical
2016,AVHL,SMBDR,4,chemical
2017,AVHL,SMBVR,4,chemical
2018,AVHL,DD01,1,chemical
2019,AVHL,VD01,1,chemical
2020,AVHR,ADLR,3,chemical
2021,AVHR,ASKR,1,chemical
2022,AVHR,AWBL,1,chemical
2023,AVHR,AQR,1,chemical
2024,AVHR,RIGL,1,chemical
2025,AVHR,RIR,8,chemical
2026,AVHR,AVFL,2,chemical
2027,AVHR,AVFR,2,chemical
2028,AVHR,AVHL,1,chemical
2029,AVHR,AVJR,5,chemical
2030,AVHR,DVA,1,chemical
2031,AVHR,PVPL,9,chemical
2032,AVHR,AVAL,1,chemical
2033,AVHR,AVBL,3,chemical
2034,AVHR,AVBR,1,chemical
2035,AVHR,AVDR,1,chemical
2036,AVHR,SMBDL,3,chemical
2037,AVHR,SMBVL,1,chemical
2038,AVJL,ASHR,1,chemical
2039,AVJL,AINL,1,chemical
2040,AVJL,RIFR,1,chemical
2041,AVJL,RIS,1,chemical
2042,AVJL,AVHL,3,chemical
2043,AVJL,AVJR,1,chemical
2044,AVJL,PVNR,4,chemical
2045,AVJL,PVCL,5,chemical
2046,AVJL,PVCR,1,chemical
2047,AVJL,AVAR,1,chemical
2048,AVJL,AVBL,5,chemical
2049,AVJL,AVBR,6,chemical
2050,AVJL,AVDL,1,chemical
2051,AVJL,AVEL,1,chemical
2052,AVJL,SABD,1,chemical
2053,AVJR,ALML,3,chemical
2054,AVJR,AVM,1,chemical
2055,AVJR,FLPR,2,chemical
2056,AVJR,AVJL,1,chemical
2057,AVJR,RID,2,chemical
2058,AVJR,PVCL,5,chemical
2059,AVJR,PVCR,7,chemical
2060,AVJR,AVAL,4,chemical
2061,AVJR,AVAR,5,chemical
2062,AVJR,AVBL,10,chemical
2063,AVJR,AVBR,2,chemical
2064,AVJR,AVDL,1,chemical
2065,AVJR,AVDR,7,chemical
2066,AVJR,AVER,3,chemical
2067,AVJR,SABVL,3,chemical
2068,AVKL,AVM,2,chemical
2069,AVKL,RMFL,2,chemical
2070,AVKL,DVA,1,chemical
2071,AVKL,AVBL,2,chemical
2072,AVKL,AVEL,4,chemical
2073,AVKL,AVER,2,chemical
2074,AVKL,RIML,3,chemical
2075,AVKL,RIMR,2,chemical
2076,AVKL,RMDL,1,chemical
2077,AVKL,RIVL,5,chemical
2078,AVKL,SAADL,1,chemical
2079,AVKL,SAADR,3,chemical
2080,AVKL,SAAVL,3,chemical
2081,AVKL,SIAVR,2,chemical
2082,AVKL,SIBVR,2,chemical
2083,AVKR,BDUL,3,chemical
2084,AVKR,RIGL,1,chemical
2085,AVKR,RMFL,2,chemical
2086,AVKR,RMGL,2,chemical
2087,AVKR,AVKL,3,chemical
2088,AVKR,PVPL,1,chemical
2089,AVKR,PVQL,1,chemical
2090,AVKR,RIML,5,chemical
2091,AVKR,RIMR,3,chemical
2092,AVKR,RMDL,1,chemical
2093,AVKR,RMDR,2,chemical
2094,AVKR,RMHR,1,chemical
2095,AVKR,SAADL,2,chemical
2096,AVKR,SIADL,3,chemical
2097,AVKR,SMBDL,3,chemical
2098,AVKR,SMDDR,3,chemical
2099,AVKR,SMDVR,1,chemical
2100,AVL,RIS,1,chemical
2101,AVL,AVKR,2,chemical
2102,AVL,DVB,1,chemical
2103,AVL,DVC,2,chemical
2104,AVL,PVPR,2,chemical
2105,AVL,PVWL,1,chemical
2106,AVL,AVEL,3,chemical
2107,AVL,RIMR,2,chemical
2108,AVL,SABD,9,chemical
2109,AVL,SABVL,9,chemical
2110,AVL,SABVR,6,chemical
2111,AVL,DD01,4,chemical
2112,AVL,DD06,1,chemical
2113,AVL,VD12,3,chemical
2114,AVL,HSNR,2,chemical
2115,AVL,VC01,2,chemical
2116,AVL,VC02,2,chemical
2117,AVL,VC06,1,chemical
2118,DVA,URXL,1,chemical
2119,DVA,URYDL,3,chemical
2120,DVA,AQR,6,chemical
2121,DVA,AUAL,4,chemical
2122,DVA,AUAR,8,chemical
2123,DVA,PDER,1,chemical
2124,DVA,AIZL,5,chemical
2125,DVA,AIZR,3,chemical
2126,DVA,RIAL,3,chemical
2127,DVA,RIAR,4,chemical
2128,DVA,RIR,4,chemical
2129,DVA,PVPR,3,chemical
2130,DVA,PVR,2,chemical
2131,DVA,PVCL,4,chemical
2132,DVA,PVCR,1,chemical
2133,DVA,AVAL,6,chemical
2134,DVA,AVAR,2,chemical
2135,DVA,AVBL,1,chemical
2136,DVA,AVBR,1,chemical
2137,DVA,AVDR,2,chemical
2138,DVA,AVEL,19,chemical
2139,DVA,AVER,17,chemical
2140,DVA,RIMR,5,chemical
2141,DVA,SAADR,5,chemical
2142,DVA,SAAVL,3,chemical
2143,DVA,SAAVR,1,chemical
2144,DVA,SABD,2,chemical
2145,DVA,SMBDL,6,chemical
2146,DVA,SMBDR,6,chemical
2147,DVA,SMBVL,5,chemical
2148,DVA,SMBVR,6,chemical
2149,DVA,SMDVL,1,chemical
2150,DVA,DA02,1,chemical
2151,DVA,DB02,2,chemical
2152,DVA,DB03,3,chemical
2153,DVA,DB04,1,chemical
2154,DVA,DB07,1,chemical
2155,DVA,VA02,2,chemical
2156,DVA,VA06,1,chemical
2157,DVA,VA08,1,chemical
2158,DVA,VA12,1,chemical
2159,DVA,VB01,1,chemical
2160,DVA,VB11,2,chemical
2161,DVB,PHCL,2,chemical
2162,DVB,AVL,21,chemical
2163,DVB,DVC,5,chemical
2164,DVB,PVPL,10,chemical
2165,DVB,DA08,10,chemical
2166,DVB,PDA,2,chemical
2167,DVB,DD06,10,chemical
2168,DVB,VD13,1,chemical
2169,DVC,PVDR,1,chemical
2170,DVC,AIBL,3,chemical
2171,DVC,AIBR,3,chemical
2172,DVC,RIBL,2,chemical
2173,DVC,RIBR,6,chemical
2174,DVC,RIGL,16,chemical
2175,DVC,RIGR,13,chemical
2176,DVC,RMFL,14,chemical
2177,DVC,RMFR,9,chemical
2178,DVC,AVKL,2,chemical
2179,DVC,PVPL,4,chemical
2180,DVC,PVT,1,chemical
2181,DVC,AVAL,14,chemical
2182,DVC,AVAR,16,chemical
2183,DVC,AVBL,1,chemical
2184,DVC,RIVR,2,chemical
2185,DVC,URAVL,1,chemical
2186,DVC,VD09,2,chemical
2187,PVNL,BDUL,5,chemical
2188,PVNL,BDUR,2,chemical
2189,PVNL,PVDL,1,chemical
2190,PVNL,PQR,5,chemical
2191,PVNL,AVG,2,chemical
2192,PVNL,AVJL,6,chemical
2193,PVNL,AVJR,8,chemical
2194,PVNL,AVL,1,chemical
2195,PVNL,PVNR,9,chemical
2196,PVNL,PVPR,1,chemical
2197,PVNL,PVT,6,chemical
2198,PVNL,PVWL,4,chemical
2199,PVNL,PVWR,1,chemical
2200,PVNL,PVCL,5,chemical
2201,PVNL,AVAL,6,chemical
2202,PVNL,AVBR,2,chemical
2203,PVNL,AVDL,7,chemical
2204,PVNL,AVDR,6,chemical
2205,PVNL,LUAL,3,chemical
2206,PVNL,DD01,5,chemical
2207,PVNL,VA12,1,chemical
2208,PVNL,VD12,1,chemical
2209,PVNR,CEPDL,2,chemical
2210,PVNR,ALML,2,chemical
2211,PVNR,BDUL,1,chemical
2212,PVNR,PVDR,5,chemical
2213,PVNR,URXL,2,chemical
2214,PVNR,PQR,4,chemical
2215,PVNR,URBL,2,chemical
2216,PVNR,AVJL,1,chemical
2217,PVNR,AVJR,1,chemical
2218,PVNR,AVL,3,chemical
2219,PVNR,PVNR,1,chemical
2220,PVNR,PVR,1,chemical
2221,PVNR,PVT,3,chemical
2222,PVNR,PVWL,9,chemical
2223,PVNR,PVWR,2,chemical
2224,PVNR,PVCR,2,chemical
2225,PVNR,AVAL,5,chemical
2226,PVNR,AVBR,1,chemical
2227,PVNR,AVDL,1,chemical
2228,PVNR,AVDR,2,chemical
2229,PVNR,AVEL,5,chemical
2230,PVNR,DB03,1,chemical
2231,PVNR,DD02,1,chemical
2232,PVNR,VA06,1,chemical
2233,PVNR,VA11,1,chemical
2234,PVNR,VD03,3,chemical
2235,PVNR,VD04,6,chemical
2236,PVNR,VD06,1,chemical
2237,PVNR,VD07,1,chemical
2238,PVNR,VD13,2,chemical
2239,PVNR,HSNR,1,chemical
2240,PVNR,VC02,1,chemical
2241,PVPL,PVDL,1,chemical
2242,PVPL,AQR,8,chemical
2243,PVPL,ADAL,1,chemical
2244,PVPL,RIGL,3,chemical
2245,PVPL,RIR,1,chemical
2246,PVPL,AVHR,3,chemical
2247,PVPL,PVCL,3,chemical
2248,PVPL,PVCR,9,chemical
2249,PVPL,AVAL,4,chemical
2250,PVPL,AVAR,3,chemical
2251,PVPL,AVBL,13,chemical
2252,PVPL,AVBR,12,chemical
2253,PVPL,AVDR,3,chemical
2254,PVPR,ADFR,2,chemical
2255,PVPR,ASHR,2,chemical
2256,PVPR,URXR,1,chemical
2257,PVPR,AQR,5,chemical
2258,PVPR,RIAR,2,chemical
2259,PVPR,RIGR,2,chemical
2260,PVPR,AVG,1,chemical
2261,PVPR,AVHL,3,chemical
2262,PVPR,AVJL,2,chemical
2263,PVPR,AVL,4,chemical
2264,PVPR,DVC,3,chemical
2265,PVPR,PVQR,1,chemical
2266,PVPR,PVCL,6,chemical
2267,PVPR,PVCR,13,chemical
2268,PVPR,AVAL,1,chemical
2269,PVPR,AVAR,5,chemical
2270,PVPR,AVBL,8,chemical
2271,PVPR,AVBR,11,chemical
2272,PVPR,DD02,1,chemical
2273,PVPR,HSNR,2,chemical
2274,PVQL,ASJL,3,chemical
2275,PVQL,ASKL,12,chemical
2276,PVQL,AWAL,1,chemical
2277,PVQL,AIAL,10,chemical
2278,PVQL,RMGL,1,chemical
2279,PVQL,AVHR,1,chemical
2280,PVQL,PVPL,1,chemical
2281,PVQL,DA08,1,chemical
2282,PVQL,DD06,1,chemical
2283,PVQL,HSNL,3,chemical
2284,PVQL,HSNR,6,chemical
2285,PVQR,ASER,2,chemical
2286,PVQR,ASJL,1,chemical
2287,PVQR,ASKR,6,chemical
2288,PVQR,AWAR,4,chemical
2289,PVQR,AIAL,1,chemical
2290,PVQR,AIAR,12,chemical
2291,PVQR,AIMR,2,chemical
2292,PVQR,RIFR,4,chemical
2293,PVQR,RMGR,1,chemical
2294,PVQR,AVFR,1,chemical
2295,PVQR,AVL,2,chemical
2296,PVQR,AVBR,1,chemical
